id,department,tenure,job_role,monthly_income,age,overtime,distance_from_home,engagementScore,job_satisfaction,environment_satisfaction,work_life_balance,attrition,comment,sentiment_score,positive_score,neutral_score,negative_score,sentiment,textblob_polarity,textblob_subjectivity,extracted_keywords,overtime_encoded,predicted_engagement,risk_cluster,turnover_risk,attrition_probability
297,Research & Development,0,Laboratory Technician,1420,18,No,3,75,3,3,3,1,Great career growth opportunities in Laboratory Technician. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, laboratory",0,74.93748709187857,1,Low,0.22072806292899766
298,Sales,11,Sales Executive,8020,35,No,16,58,2,3,2,0,The work in Sales Executive is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"sales, executive, okay, challenges, balance",0,57.503382913810896,0,Medium,0.14771047006981924
299,Research & Development,1,Laboratory Technician,3688,36,No,18,85,4,3,3,0,Very satisfied with my role after 1 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,84.92633149198923,1,Low,0.1698653446469727
300,Research & Development,4,Manufacturing Director,5482,51,No,2,72,2,4,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,72.32483747407454,1,Low,0.1419981188406988
301,Sales,22,Manager,16015,41,No,2,72,2,4,3,0,Great career growth opportunities in Manager. The compensation package is competitive and benefits are strong.,0.9423,0.653,0.347,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, manager",0,72.32314428059506,2,Low,0.026677477651276874
302,Sales,0,Sales Representative,1200,18,No,10,82,3,4,3,0,I really appreciate the Sales team culture. Work-life balance is excellent and management is supportive.,0.8357,0.426,0.574,0.0,Positive,0.5666666666666667,0.7333333333333334,"sales, team, culture, balance, excellent",0,82.34598015441242,1,Low,0.21002575645188637
303,Research & Development,8,Healthcare Representative,5661,28,No,16,48,1,2,3,0,Decent experience in Research & Development but career advancement opportunities could be better after 8 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,47.526349769610434,0,Medium,0.27814921193875736
304,Sales,8,Sales Executive,6929,31,No,7,70,4,2,2,0,Very satisfied with my role after 8 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,70.09352086657269,1,Low,0.11929498329447016
305,Research & Development,18,Healthcare Representative,9613,39,No,1,78,4,3,2,0,Very satisfied with my role after 18 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,77.5049481906845,2,Low,0.044092821251440255
306,Research & Development,9,Laboratory Technician,5674,36,No,24,58,2,2,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,57.52518518464014,0,Medium,0.2387045794082259
307,Sales,13,Sales Executive,5484,32,No,7,75,3,4,2,0,Very satisfied with my role after 13 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,74.92014035177306,1,Low,0.09756545880798707
308,Research & Development,10,Research Director,12061,38,No,25,50,2,1,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,50.09817559335353,0,Medium,0.17190841356721792
309,Research & Development,5,Healthcare Representative,5660,58,Yes,1,82,3,4,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",1,82.32523316320473,1,Low,0.10114241307158665
310,Research & Development,5,Research Scientist,4821,31,Yes,5,85,4,3,3,0,Very satisfied with my role after 5 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,84.93480407656179,1,Low,0.10330619127189578
311,Human Resources,2,Human Resources,6410,31,No,2,40,1,1,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,40.11126869151302,0,Medium,0.2803717130978181
312,Research & Development,24,Laboratory Technician,5210,45,No,7,40,1,1,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,40.14119035175848,2,Low,0.16904311374700112
313,Research & Development,2,Research Scientist,2695,31,Yes,2,70,4,3,1,0,Very satisfied with my role after 2 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,70.07797675269762,1,Low,0.19325325419020667
314,Research & Development,10,Manager,11878,33,No,5,72,2,4,3,0,Great career growth opportunities in Manager. The compensation package is competitive and benefits are strong.,0.9423,0.653,0.347,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, manager",0,72.320406203293,2,Low,0.06921138617388917
315,Research & Development,21,Manager,17068,39,Yes,10,55,1,3,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",1,54.92037274628106,2,Low,0.042879671793578544
316,Research & Development,8,Laboratory Technician,2455,43,No,10,85,4,3,3,0,Very satisfied with my role after 8 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,84.93906027779548,1,Low,0.12511082919393116
317,Research & Development,7,Healthcare Representative,13964,49,Yes,1,75,3,3,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",1,74.8986573440458,2,Low,0.05286214526562285
318,Research & Development,8,Research Scientist,4941,52,No,8,58,2,3,2,1,Decent experience in Research & Development but career advancement opportunities could be better after 8 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,57.49594189185812,1,Low,0.20353912126703186
319,Research & Development,4,Research Scientist,2478,27,Yes,5,58,2,3,2,0,Decent experience in Research & Development but career advancement opportunities could be better after 4 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",1,57.51127720584041,1,Low,0.26646989030529145
320,Sales,13,Sales Executive,5228,32,Yes,8,65,2,3,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",1,64.9455543919458,1,Low,0.1350378434906546
321,Sales,5,Sales Executive,4478,27,Yes,2,82,3,4,3,0,Very satisfied with my role after 5 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,82.3450947915916,1,Low,0.10889876167211827
322,Sales,7,Sales Executive,7547,31,No,7,92,4,4,3,0,Excellent leadership in Sales. Flexibility with schedule and clear communication from management.,0.8271,0.492,0.508,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, sales, flexibility, schedule",0,92.33118141810681,1,Low,0.06706019997415633
323,Research & Development,7,Research Scientist,5055,32,No,2,62,4,1,2,0,The work in Research Scientist is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"research, scientist, challenges, balance, overtime",0,62.69418550687496,0,Medium,0.1522595451404912
324,Research & Development,3,Research Scientist,3464,28,Yes,2,62,4,1,2,1,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",1,62.69319764053013,0,Medium,0.21585957951901372
325,Research & Development,10,Research Scientist,5775,30,No,28,92,4,4,3,0,Very satisfied with my role after 10 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,92.34326550117522,1,Low,0.10195514501365853
326,Research & Development,10,Manufacturing Director,8943,31,No,7,75,3,3,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,74.9245685087546,1,Low,0.08461052485357838
327,Research & Development,21,Manager,19272,39,No,7,85,4,3,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,84.90541082252876,2,Low,0.014890821549150618
328,Sales,1,Sales Executive,5238,39,Yes,3,75,3,4,2,1,Very satisfied with my role after 1 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,74.90129470614957,1,Low,0.14570484113426876
329,Sales,7,Sales Executive,4682,33,No,10,70,4,2,2,0,Excellent leadership in Sales. Flexibility with schedule and clear communication from management.,0.8271,0.492,0.508,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, sales, flexibility, schedule",0,70.09575632865267,1,Low,0.1664689230440847
330,Research & Development,3,Research Director,18300,47,No,5,82,3,4,3,0,Great career growth opportunities in Research Director. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, research",0,82.28195803239038,2,Low,0.037734920247445757
331,Research & Development,9,Laboratory Technician,5257,43,No,10,82,3,3,4,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,82.35888793885508,1,Low,0.10733552465427075
332,Sales,5,Sales Executive,6349,27,Yes,1,65,2,3,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",1,64.9315998151283,1,Low,0.14466101952825275
333,Research & Development,4,Research Scientist,4869,54,No,20,75,3,4,2,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,74.89470640588662,1,Low,0.1931064769058538
334,Research & Development,1,Healthcare Representative,9985,43,No,7,48,1,3,2,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,47.47396955461498,0,Medium,0.21181636383084632
